Date,Price
2019-05-03,14.907
2019-05-02,14.54
2019-05-01,14.645
2019-04-30,14.9
2019-04-29,14.844
2019-04-28,15.012
2019-04-26,15.005
2019-04-25,14.879
2019-04-24,14.916
2019-04-23,14.791
2019-04-22,14.975
2019-04-21,14.982
2019-04-19,14.965
2019-04-18,14.955
2019-04-17,14.939
2019-04-16,14.915
2019-04-15,14.975
2019-04-14,14.918
2019-04-12,14.963
2019-04-11,14.867
2019-04-10,15.244
2019-04-09,15.211
2019-04-08,15.216
2019-04-07,15.088
2019-04-05,15.086
2019-04-04,15.084
